id_riesgo,activo,amenaza,nivel_riesgo,clasificacion,control_id,control_nombre,control_categoria,control_tipo
R020,Personal TI Especializado,Malware/Ransomware,120,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R020,Personal TI Especializado,Malware/Ransomware,120,Crítico,A.8.23,Filtrado web,Tecnológico,Preventivo
R007,Documentación Técnica,Ataque de Phishing,112,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R007,Documentación Técnica,Ataque de Phishing,112,Crítico,A.6.3,"Concienciación, educación y capacitación",Personas,Preventivo
R007,Documentación Técnica,Ataque de Phishing,112,Crítico,A.8.5,Autenticación segura,Tecnológico,Preventivo
R007,Documentación Técnica,Ataque de Phishing,112,Crítico,A.8.23,Filtrado web,Tecnológico,Preventivo
R009,Portal Web Público,Ataque de Phishing,112,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R009,Portal Web Público,Ataque de Phishing,112,Crítico,A.6.3,"Concienciación, educación y capacitación",Personas,Preventivo
R009,Portal Web Público,Ataque de Phishing,112,Crítico,A.8.5,Autenticación segura,Tecnológico,Preventivo
R009,Portal Web Público,Ataque de Phishing,112,Crítico,A.8.23,Filtrado web,Tecnológico,Preventivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.5.23,Seguridad de la información en el uso de servicios en la nube,Organizacional,Preventivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.7.2,Controles de acceso físico,Físico,Preventivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.7.4,Monitoreo de seguridad física,Físico,Detectivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.8.1,Dispositivos de punto final del usuario,Tecnológico,Preventivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.8.3,Restricción de acceso a la información,Tecnológico,Preventivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.8.5,Autenticación segura,Tecnológico,Preventivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.8.8,Gestión de vulnerabilidades técnicas,Tecnológico,Preventivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.8.9,Gestión de configuración,Tecnológico,Preventivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.8.20,Seguridad de redes,Tecnológico,Preventivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.8.24,Uso de criptografía,Tecnológico,Preventivo
R025,Correo Electrónico Corporativo,Acceso No Autorizado,105,Crítico,A.8.28,Codificación segura,Tecnológico,Preventivo
R014,Red Corporativa,Malware/Ransomware,96,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R014,Red Corporativa,Malware/Ransomware,96,Crítico,A.8.1,Dispositivos de punto final del usuario,Tecnológico,Preventivo
R014,Red Corporativa,Malware/Ransomware,96,Crítico,A.8.7,Protección contra malware,Tecnológico,Preventivo
R014,Red Corporativa,Malware/Ransomware,96,Crítico,A.8.8,Gestión de vulnerabilidades técnicas,Tecnológico,Preventivo
R014,Red Corporativa,Malware/Ransomware,96,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R014,Red Corporativa,Malware/Ransomware,96,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R014,Red Corporativa,Malware/Ransomware,96,Crítico,A.8.23,Filtrado web,Tecnológico,Preventivo
R018,Sistema de Respaldos,Malware/Ransomware,96,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R018,Sistema de Respaldos,Malware/Ransomware,96,Crítico,A.8.1,Dispositivos de punto final del usuario,Tecnológico,Preventivo
R018,Sistema de Respaldos,Malware/Ransomware,96,Crítico,A.8.7,Protección contra malware,Tecnológico,Preventivo
R018,Sistema de Respaldos,Malware/Ransomware,96,Crítico,A.8.8,Gestión de vulnerabilidades técnicas,Tecnológico,Preventivo
R018,Sistema de Respaldos,Malware/Ransomware,96,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R018,Sistema de Respaldos,Malware/Ransomware,96,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R018,Sistema de Respaldos,Malware/Ransomware,96,Crítico,A.8.23,Filtrado web,Tecnológico,Preventivo
R006,Estaciones de Trabajo,Ataque de Phishing,96,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R006,Estaciones de Trabajo,Ataque de Phishing,96,Crítico,A.6.3,"Concienciación, educación y capacitación",Personas,Preventivo
R006,Estaciones de Trabajo,Ataque de Phishing,96,Crítico,A.8.5,Autenticación segura,Tecnológico,Preventivo
R006,Estaciones de Trabajo,Ataque de Phishing,96,Crítico,A.8.23,Filtrado web,Tecnológico,Preventivo
R054,Red Corporativa,Denegación de Servicio (DoS),96,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R054,Red Corporativa,Denegación de Servicio (DoS),96,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R054,Red Corporativa,Denegación de Servicio (DoS),96,Crítico,A.8.20,Seguridad de redes,Tecnológico,Preventivo
R068,Sistema de Respaldos,Fuga de Información,96,Crítico,A.5.23,Seguridad de la información en el uso de servicios en la nube,Organizacional,Preventivo
R068,Sistema de Respaldos,Fuga de Información,96,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R068,Sistema de Respaldos,Fuga de Información,96,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R068,Sistema de Respaldos,Fuga de Información,96,Crítico,A.7.7,Escritorio y pantalla limpios,Físico,Preventivo
R068,Sistema de Respaldos,Fuga de Información,96,Crítico,A.7.10,Medios de almacenamiento,Físico,Preventivo
R068,Sistema de Respaldos,Fuga de Información,96,Crítico,A.8.3,Restricción de acceso a la información,Tecnológico,Preventivo
R068,Sistema de Respaldos,Fuga de Información,96,Crítico,A.8.11,Enmascaramiento de datos,Tecnológico,Preventivo
R068,Sistema de Respaldos,Fuga de Información,96,Crítico,A.8.12,Prevención de fuga de datos,Tecnológico,Preventivo/Detectivo
R068,Sistema de Respaldos,Fuga de Información,96,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R068,Sistema de Respaldos,Fuga de Información,96,Crítico,A.8.24,Uso de criptografía,Tecnológico,Preventivo
R068,Sistema de Respaldos,Fuga de Información,96,Crítico,A.8.31,"Separación de ambientes de desarrollo, prueba y producción",Tecnológico,Preventivo
R044,Red Corporativa,Error Humano,96,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R044,Red Corporativa,Error Humano,96,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R044,Red Corporativa,Error Humano,96,Crítico,A.6.3,"Concienciación, educación y capacitación",Personas,Preventivo
R044,Red Corporativa,Error Humano,96,Crítico,A.8.9,Gestión de configuración,Tecnológico,Preventivo
R044,Red Corporativa,Error Humano,96,Crítico,A.8.31,"Separación de ambientes de desarrollo, prueba y producción",Tecnológico,Preventivo
R048,Sistema de Respaldos,Error Humano,96,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R048,Sistema de Respaldos,Error Humano,96,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R048,Sistema de Respaldos,Error Humano,96,Crítico,A.6.3,"Concienciación, educación y capacitación",Personas,Preventivo
R048,Sistema de Respaldos,Error Humano,96,Crítico,A.8.9,Gestión de configuración,Tecnológico,Preventivo
R048,Sistema de Respaldos,Error Humano,96,Crítico,A.8.31,"Separación de ambientes de desarrollo, prueba y producción",Tecnológico,Preventivo
R064,Red Corporativa,Fuga de Información,96,Crítico,A.5.23,Seguridad de la información en el uso de servicios en la nube,Organizacional,Preventivo
R064,Red Corporativa,Fuga de Información,96,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R064,Red Corporativa,Fuga de Información,96,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R064,Red Corporativa,Fuga de Información,96,Crítico,A.7.7,Escritorio y pantalla limpios,Físico,Preventivo
R064,Red Corporativa,Fuga de Información,96,Crítico,A.7.10,Medios de almacenamiento,Físico,Preventivo
R064,Red Corporativa,Fuga de Información,96,Crítico,A.8.3,Restricción de acceso a la información,Tecnológico,Preventivo
R064,Red Corporativa,Fuga de Información,96,Crítico,A.8.11,Enmascaramiento de datos,Tecnológico,Preventivo
R064,Red Corporativa,Fuga de Información,96,Crítico,A.8.12,Prevención de fuga de datos,Tecnológico,Preventivo/Detectivo
R064,Red Corporativa,Fuga de Información,96,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R064,Red Corporativa,Fuga de Información,96,Crítico,A.8.24,Uso de criptografía,Tecnológico,Preventivo
R064,Red Corporativa,Fuga de Información,96,Crítico,A.8.31,"Separación de ambientes de desarrollo, prueba y producción",Tecnológico,Preventivo
R058,Sistema de Respaldos,Denegación de Servicio (DoS),96,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R058,Sistema de Respaldos,Denegación de Servicio (DoS),96,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R058,Sistema de Respaldos,Denegación de Servicio (DoS),96,Crítico,A.8.20,Seguridad de redes,Tecnológico,Preventivo
R073,Sistema ERP,Interrupción de Servicios Públicos,90,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R073,Sistema ERP,Interrupción de Servicios Públicos,90,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R093,Sistema ERP,Insider Threat,90,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R093,Sistema ERP,Insider Threat,90,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R093,Sistema ERP,Insider Threat,90,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R093,Sistema ERP,Insider Threat,90,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R093,Sistema ERP,Insider Threat,90,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R093,Sistema ERP,Insider Threat,90,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R091,Servidor de Base de Datos Principal,Insider Threat,90,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R091,Servidor de Base de Datos Principal,Insider Threat,90,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R091,Servidor de Base de Datos Principal,Insider Threat,90,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R091,Servidor de Base de Datos Principal,Insider Threat,90,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R091,Servidor de Base de Datos Principal,Insider Threat,90,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R091,Servidor de Base de Datos Principal,Insider Threat,90,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R031,Servidor de Base de Datos Principal,Fallo de Hardware,90,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R031,Servidor de Base de Datos Principal,Fallo de Hardware,90,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R031,Servidor de Base de Datos Principal,Fallo de Hardware,90,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R072,Base de Datos de Clientes,Interrupción de Servicios Públicos,90,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R072,Base de Datos de Clientes,Interrupción de Servicios Públicos,90,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R033,Sistema ERP,Fallo de Hardware,90,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R033,Sistema ERP,Fallo de Hardware,90,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R033,Sistema ERP,Fallo de Hardware,90,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R032,Base de Datos de Clientes,Fallo de Hardware,90,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R032,Base de Datos de Clientes,Fallo de Hardware,90,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R032,Base de Datos de Clientes,Fallo de Hardware,90,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R071,Servidor de Base de Datos Principal,Interrupción de Servicios Públicos,90,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R071,Servidor de Base de Datos Principal,Interrupción de Servicios Públicos,90,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R092,Base de Datos de Clientes,Insider Threat,90,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R092,Base de Datos de Clientes,Insider Threat,90,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R092,Base de Datos de Clientes,Insider Threat,90,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R092,Base de Datos de Clientes,Insider Threat,90,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R092,Base de Datos de Clientes,Insider Threat,90,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R092,Base de Datos de Clientes,Insider Threat,90,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R015,Correo Electrónico Corporativo,Malware/Ransomware,84,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R015,Correo Electrónico Corporativo,Malware/Ransomware,84,Crítico,A.8.1,Dispositivos de punto final del usuario,Tecnológico,Preventivo
R015,Correo Electrónico Corporativo,Malware/Ransomware,84,Crítico,A.8.7,Protección contra malware,Tecnológico,Preventivo
R015,Correo Electrónico Corporativo,Malware/Ransomware,84,Crítico,A.8.8,Gestión de vulnerabilidades técnicas,Tecnológico,Preventivo
R015,Correo Electrónico Corporativo,Malware/Ransomware,84,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R015,Correo Electrónico Corporativo,Malware/Ransomware,84,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R015,Correo Electrónico Corporativo,Malware/Ransomware,84,Crítico,A.8.23,Filtrado web,Tecnológico,Preventivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.5.23,Seguridad de la información en el uso de servicios en la nube,Organizacional,Preventivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.7.2,Controles de acceso físico,Físico,Preventivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.7.4,Monitoreo de seguridad física,Físico,Detectivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.8.1,Dispositivos de punto final del usuario,Tecnológico,Preventivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.8.3,Restricción de acceso a la información,Tecnológico,Preventivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.8.5,Autenticación segura,Tecnológico,Preventivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.8.8,Gestión de vulnerabilidades técnicas,Tecnológico,Preventivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.8.9,Gestión de configuración,Tecnológico,Preventivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.8.20,Seguridad de redes,Tecnológico,Preventivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.8.24,Uso de criptografía,Tecnológico,Preventivo
R029,Portal Web Público,Acceso No Autorizado,84,Crítico,A.8.28,Codificación segura,Tecnológico,Preventivo
R055,Correo Electrónico Corporativo,Denegación de Servicio (DoS),84,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R055,Correo Electrónico Corporativo,Denegación de Servicio (DoS),84,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R055,Correo Electrónico Corporativo,Denegación de Servicio (DoS),84,Crítico,A.8.20,Seguridad de redes,Tecnológico,Preventivo
R065,Correo Electrónico Corporativo,Fuga de Información,84,Crítico,A.5.23,Seguridad de la información en el uso de servicios en la nube,Organizacional,Preventivo
R065,Correo Electrónico Corporativo,Fuga de Información,84,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R065,Correo Electrónico Corporativo,Fuga de Información,84,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R065,Correo Electrónico Corporativo,Fuga de Información,84,Crítico,A.7.7,Escritorio y pantalla limpios,Físico,Preventivo
R065,Correo Electrónico Corporativo,Fuga de Información,84,Crítico,A.7.10,Medios de almacenamiento,Físico,Preventivo
R065,Correo Electrónico Corporativo,Fuga de Información,84,Crítico,A.8.3,Restricción de acceso a la información,Tecnológico,Preventivo
R065,Correo Electrónico Corporativo,Fuga de Información,84,Crítico,A.8.11,Enmascaramiento de datos,Tecnológico,Preventivo
R065,Correo Electrónico Corporativo,Fuga de Información,84,Crítico,A.8.12,Prevención de fuga de datos,Tecnológico,Preventivo/Detectivo
R065,Correo Electrónico Corporativo,Fuga de Información,84,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R065,Correo Electrónico Corporativo,Fuga de Información,84,Crítico,A.8.24,Uso de criptografía,Tecnológico,Preventivo
R065,Correo Electrónico Corporativo,Fuga de Información,84,Crítico,A.8.31,"Separación de ambientes de desarrollo, prueba y producción",Tecnológico,Preventivo
R045,Correo Electrónico Corporativo,Error Humano,84,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R045,Correo Electrónico Corporativo,Error Humano,84,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R045,Correo Electrónico Corporativo,Error Humano,84,Crítico,A.6.3,"Concienciación, educación y capacitación",Personas,Preventivo
R045,Correo Electrónico Corporativo,Error Humano,84,Crítico,A.8.9,Gestión de configuración,Tecnológico,Preventivo
R045,Correo Electrónico Corporativo,Error Humano,84,Crítico,A.8.31,"Separación de ambientes de desarrollo, prueba y producción",Tecnológico,Preventivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.5.23,Seguridad de la información en el uso de servicios en la nube,Organizacional,Preventivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.7.2,Controles de acceso físico,Físico,Preventivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.7.4,Monitoreo de seguridad física,Físico,Detectivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.8.1,Dispositivos de punto final del usuario,Tecnológico,Preventivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.8.3,Restricción de acceso a la información,Tecnológico,Preventivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.8.5,Autenticación segura,Tecnológico,Preventivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.8.8,Gestión de vulnerabilidades técnicas,Tecnológico,Preventivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.8.9,Gestión de configuración,Tecnológico,Preventivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.8.20,Seguridad de redes,Tecnológico,Preventivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.8.24,Uso de criptografía,Tecnológico,Preventivo
R027,Documentación Técnica,Acceso No Autorizado,84,Crítico,A.8.28,Codificación segura,Tecnológico,Preventivo
R040,Personal TI Especializado,Fallo de Hardware,80,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R040,Personal TI Especializado,Fallo de Hardware,80,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R040,Personal TI Especializado,Fallo de Hardware,80,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R100,Personal TI Especializado,Insider Threat,80,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R100,Personal TI Especializado,Insider Threat,80,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R100,Personal TI Especializado,Insider Threat,80,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R100,Personal TI Especializado,Insider Threat,80,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R100,Personal TI Especializado,Insider Threat,80,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R100,Personal TI Especializado,Insider Threat,80,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R098,Sistema de Respaldos,Insider Threat,80,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R098,Sistema de Respaldos,Insider Threat,80,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R098,Sistema de Respaldos,Insider Threat,80,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R098,Sistema de Respaldos,Insider Threat,80,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R098,Sistema de Respaldos,Insider Threat,80,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R098,Sistema de Respaldos,Insider Threat,80,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R080,Personal TI Especializado,Interrupción de Servicios Públicos,80,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R080,Personal TI Especializado,Interrupción de Servicios Públicos,80,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R094,Red Corporativa,Insider Threat,80,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R094,Red Corporativa,Insider Threat,80,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R094,Red Corporativa,Insider Threat,80,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R094,Red Corporativa,Insider Threat,80,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R094,Red Corporativa,Insider Threat,80,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R094,Red Corporativa,Insider Threat,80,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.5.23,Seguridad de la información en el uso de servicios en la nube,Organizacional,Preventivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.7.2,Controles de acceso físico,Físico,Preventivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.7.4,Monitoreo de seguridad física,Físico,Detectivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.8.1,Dispositivos de punto final del usuario,Tecnológico,Preventivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.8.3,Restricción de acceso a la información,Tecnológico,Preventivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.8.5,Autenticación segura,Tecnológico,Preventivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.8.8,Gestión de vulnerabilidades técnicas,Tecnológico,Preventivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.8.9,Gestión de configuración,Tecnológico,Preventivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.8.20,Seguridad de redes,Tecnológico,Preventivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.8.24,Uso de criptografía,Tecnológico,Preventivo
R026,Estaciones de Trabajo,Acceso No Autorizado,72,Crítico,A.8.28,Codificación segura,Tecnológico,Preventivo
R095,Correo Electrónico Corporativo,Insider Threat,70,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R095,Correo Electrónico Corporativo,Insider Threat,70,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R095,Correo Electrónico Corporativo,Insider Threat,70,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R095,Correo Electrónico Corporativo,Insider Threat,70,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R095,Correo Electrónico Corporativo,Insider Threat,70,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R095,Correo Electrónico Corporativo,Insider Threat,70,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R078,Sistema de Respaldos,Interrupción de Servicios Públicos,64,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R078,Sistema de Respaldos,Interrupción de Servicios Públicos,64,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R038,Sistema de Respaldos,Fallo de Hardware,64,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R038,Sistema de Respaldos,Fallo de Hardware,64,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R038,Sistema de Respaldos,Fallo de Hardware,64,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R034,Red Corporativa,Fallo de Hardware,64,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R034,Red Corporativa,Fallo de Hardware,64,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R034,Red Corporativa,Fallo de Hardware,64,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R074,Red Corporativa,Interrupción de Servicios Públicos,64,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R074,Red Corporativa,Interrupción de Servicios Públicos,64,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
